DR_NO,Date Rptd,DATE OCC,TIME OCC,AREA,AREA NAME,Rpt Dist No,Part 1-2,Crm Cd,Crm Cd Desc,Mocodes,Vict Age,Vict Sex,Vict Descent,Premis Cd,Premis Desc,Weapon Used Cd,Weapon Desc,Status,Status Desc,Crm Cd 1,Crm Cd 2,Crm Cd 3,Crm Cd 4,LOCATION,Cross Street,LAT,LON
200218582,12/14/2020 12:00:00 AM,12/13/2020 12:00:00 AM,1700,2,Rampart,245,1,510,VEHICLE - STOLEN,,0,,,101.0,STREET,,,IC,Invest Cont,510.0,,,,2400 W  7TH                          ST,,34.061,-118.2775
220414829,10/30/2022 12:00:00 AM,10/30/2022 12:00:00 AM,230,4,Hollenbeck,457,2,626,INTIMATE PARTNER - SIMPLE ASSAULT,2000 0913 1814 1243 0447,27,F,H,504.0,OTHER RESIDENCE,500.0,UNKNOWN WEAPON/OTHER WEAPON,AO,Adult Other,626.0,,,,2400    FOLSOM                       ST,,34.0486,-118.2067
221111299,06/24/2022 12:00:00 AM,06/24/2022 12:00:00 AM,338,11,Northeast,1183,1,331,THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER),1300 0344 0329 0386 1822,22,M,H,101.0,STREET,,,IC,Invest Cont,331.0,,,,LUCRETIA                     AV,ECHO PARK                    AV,34.0834,-118.2544
201911034,06/16/2020 12:00:00 AM,06/15/2020 12:00:00 AM,2100,19,Mission,1902,2,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",0329 1300,39,M,W,108.0,PARKING LOT,,,IC,Invest Cont,740.0,,,,14300    FOOTHILL                     BL,,34.3192,-118.4455
200306501,02/11/2020 12:00:00 AM,02/11/2020 12:00:00 AM,1625,3,Southwest,334,1,210,ROBBERY,2050 0910 0344 0342 0416 0446 0216 1251,30,F,A,947.0,MTA - EXPO LINE - EXPO/CRENSHAW,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,210.0,,,,EXPOSITION                   BL,CRENSHAW                     BL,34.0227,-118.3351
220717930,12/17/2022 12:00:00 AM,12/17/2022 12:00:00 AM,1230,7,Wilshire,775,2,624,BATTERY - SIMPLE ASSAULT,0913 0416 0444 2024 0360 0429,62,F,H,501.0,SINGLE FAMILY DWELLING,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",JA,Juv Arrest,624.0,,,,1700    VINEYARD                     AV,,34.0427,-118.3423
221114120,09/20/2022 12:00:00 AM,09/12/2022 12:00:00 AM,900,11,Northeast,1152,2,354,THEFT OF IDENTITY,0930 1822,33,M,W,501.0,SINGLE FAMILY DWELLING,,,IC,Invest Cont,354.0,,,,4400    SUNSET                       DR,,34.0982,-118.2852
201417173,09/14/2020 12:00:00 AM,09/14/2020 12:00:00 AM,1045,14,Pacific,1406,2,900,VIOLATION OF COURT ORDER,1501,23,M,O,501.0,SINGLE FAMILY DWELLING,,,AA,Adult Arrest,900.0,,,,3700    OVERLAND                     AV,,34.021,-118.4087
210810910,06/25/2021 12:00:00 AM,06/08/2021 12:00:00 AM,1900,8,West LA,848,1,440,THEFT PLAIN - PETTY ($950 & UNDER),1202 0344 1822,73,F,O,101.0,STREET,,,IC,Invest Cont,440.0,,,,10000 W  OLYMPIC                      BL,,34.059,-118.4111
210414217,10/24/2021 12:00:00 AM,10/24/2021 12:00:00 AM,1935,4,Hollenbeck,407,1,110,CRIMINAL HOMICIDE,1100 0430 0906 1822,42,F,H,101.0,STREET,109.0,SEMI-AUTOMATIC PISTOL,IC,Invest Cont,110.0,,,,3700    COLLIS                       AV,,34.0876,-118.184
200405603,02/11/2020 12:00:00 AM,02/11/2020 12:00:00 AM,1230,4,Hollenbeck,466,2,762,LEWD CONDUCT,0538,48,F,H,101.0,STREET,,,IC,Invest Cont,762.0,,,,2400 E  CESAR E CHAVEZ               AV,,34.0468,-118.2078
220705402,02/07/2022 12:00:00 AM,02/07/2022 12:00:00 AM,700,7,Wilshire,722,2,670,"EMBEZZLEMENT, PETTY THEFT ($950 & UNDER)",0325 1803,0,X,X,404.0,DEPARTMENT STORE,,,IC,Invest Cont,670.0,,,,100 N  LA CIENEGA                   BL,,34.0734,-118.3765
210704271,01/09/2021 12:00:00 AM,01/08/2021 12:00:00 AM,2005,7,Wilshire,769,1,510,VEHICLE - STOLEN,,0,,,101.0,STREET,,,AA,Adult Arrest,510.0,,,,NORTON,PICO,34.0454,-118.3207
211116076,12/06/2021 12:00:00 AM,12/05/2021 12:00:00 AM,2030,11,Northeast,1118,2,624,BATTERY - SIMPLE ASSAULT,0416 0913 0603 0361,50,M,H,108.0,PARKING LOT,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AO,Adult Other,624.0,,,,5600    ASH                          ST,,34.1119,-118.1963
200817718,12/19/2020 12:00:00 AM,12/18/2020 12:00:00 AM,1318,8,West LA,822,2,662,"BUNCO, GRAND THEFT",0701 0800 0344 1822,48,F,W,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont,662.0,,,,16100 W  SUNSET                       BL,,34.0489,-118.5366
220122441,10/14/2022 12:00:00 AM,10/14/2022 12:00:00 AM,205,1,Central,191,2,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",0329 1822,0,M,O,102.0,SIDEWALK,,,IC,Invest Cont,740.0,,,,WASHINGTON,FIGUEROA,34.035,-118.2734
222012243,07/13/2022 12:00:00 AM,07/13/2022 12:00:00 AM,500,20,Olympic,2025,1,510,VEHICLE - STOLEN,,0,,,707.0,GARAGE/CARPORT,,,IC,Invest Cont,510.0,,,,400 S  MARIPOSA                     AV,,34.0672,-118.2992
231912521,08/04/2023 12:00:00 AM,06/26/2023 12:00:00 AM,1130,19,Mission,1908,2,354,THEFT OF IDENTITY,,42,F,O,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont,354.0,,,,13000    HUBBARD                      ST,,34.3077,-118.4133
212115687,10/26/2021 12:00:00 AM,09/06/2021 12:00:00 AM,900,21,Topanga,2155,2,649,DOCUMENT FORGERY / STOLEN FELONY,0377 0924,57,M,H,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont,649.0,,,,22100    ERWIN                        ST,,34.1829,-118.6077
201512279,07/03/2020 12:00:00 AM,06/24/2020 12:00:00 AM,1615,15,N Hollywood,1557,1,440,THEFT PLAIN - PETTY ($950 & UNDER),0344,27,F,W,507.0,CONDOMINIUM/TOWNHOUSE,,,IC,Invest Cont,440.0,,,,CARTWRIGHT,CAMARILLO,34.1577,-118.3637
210714337,10/14/2021 12:00:00 AM,10/14/2021 12:00:00 AM,1900,7,Wilshire,706,2,901,VIOLATION OF RESTRAINING ORDER,2038 1609 0216,70,M,O,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,AO,Adult Other,901.0,,,,600 N  SYCAMORE                     AV,,34.0819,-118.3428
220713347,08/26/2022 12:00:00 AM,08/24/2022 12:00:00 AM,1200,7,Wilshire,755,1,510,VEHICLE - STOLEN,,0,,,101.0,STREET,,,AA,Adult Arrest,510.0,,,,1100    MASSELIN                     AV,,34.0529,-118.357
200817568,12/14/2020 12:00:00 AM,12/14/2020 12:00:00 AM,148,8,West LA,884,2,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",1822 0329,0,X,X,710.0,OTHER PREMISE,,,IC,Invest Cont,740.0,,,,2300    WESTWOOD                     BL,,34.0423,-118.4304
201112396,08/12/2020 12:00:00 AM,08/11/2020 12:00:00 AM,2300,11,Northeast,1145,1,510,VEHICLE - STOLEN,,0,,,104.0,DRIVEWAY,,,IC,Invest Cont,510.0,,,,2400    SILVER RIDGE                 AV,,34.0997,-118.2555
220117582,08/04/2022 12:00:00 AM,08/04/2022 12:00:00 AM,1030,1,Central,127,2,624,BATTERY - SIMPLE ASSAULT,1822 0416,59,F,B,102.0,SIDEWALK,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,624.0,,,,300 N  LOS ANGELES                  ST,,34.0534,-118.2409
231311982,06/04/2023 12:00:00 AM,06/04/2023 12:00:00 AM,545,13,Newton,1354,1,310,BURGLARY,0325 0324 1607 0397,0,M,W,406.0,OTHER STORE,,,IC,Invest Cont,310.0,,,,100 E  MARTIN LUTHER KING JR        BL,,34.0112,-118.274
220105131,01/20/2022 12:00:00 AM,01/17/2022 12:00:00 AM,1900,1,Central,192,1,330,BURGLARY FROM VEHICLE,1609 1307 0344 0329,67,M,O,108.0,PARKING LOT,,,IC,Invest Cont,330.0,,,,HOPE,PICO,34.039,-118.266
211814575,08/01/2021 12:00:00 AM,08/01/2021 12:00:00 AM,1822,18,Southeast,1824,1,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",1300 0913 1816 1309 1202,60,M,H,103.0,ALLEY,307.0,VEHICLE,IC,Invest Cont,230.0,,,,99TH                         ST,CENTRAL                      AV,33.947,-118.2541
200114900,07/16/2020 12:00:00 AM,07/14/2020 12:00:00 AM,2200,1,Central,138,2,624,BATTERY - SIMPLE ASSAULT,1218 0305 0444 1601 0429,45,F,H,102.0,SIDEWALK,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,624.0,,,,7TH                          ST,S  BROADWAY,34.0468,-118.2415
220604435,01/11/2022 12:00:00 AM,01/11/2022 12:00:00 AM,755,6,Hollywood,643,1,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",1822 2021 0400 0416 1300 1309,31,M,W,108.0,PARKING LOT,307.0,VEHICLE,AO,Adult Other,230.0,,,,LA BREA,SUNSET,34.098,-118.3443
221309471,04/12/2022 12:00:00 AM,04/04/2022 12:00:00 AM,1400,13,Newton,1395,1,510,VEHICLE - STOLEN,,0,,,101.0,STREET,,,IC,Invest Cont,510.0,,,,6400    AVALON                       BL,,33.9815,-118.2652
230813318,08/16/2023 12:00:00 AM,08/16/2023 12:00:00 AM,230,8,West LA,886,2,932,PEEPING TOM,0500,19,F,W,501.0,SINGLE FAMILY DWELLING,,,IC,Invest Cont,932.0,,,,1200 S  CAMDEN                       DR,,34.0558,-118.4002
221905742,02/14/2022 12:00:00 AM,02/13/2022 12:00:00 AM,2000,19,Mission,1974,1,331,THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER),1822 0344,35,M,H,108.0,PARKING LOT,,,IC,Invest Cont,331.0,,,,8900    WILLIS                       AV,,34.2318,-118.4553
220204662,01/17/2022 12:00:00 AM,01/17/2022 12:00:00 AM,230,2,Rampart,248,2,624,BATTERY - SIMPLE ASSAULT,0603 0913 0361 0416,20,F,B,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AO,Adult Other,624.0,,,,400    WITMER                       ST,,34.0579,-118.2642
220506312,03/01/2022 12:00:00 AM,03/01/2022 12:00:00 AM,1623,5,Harbor,557,1,440,THEFT PLAIN - PETTY ($950 & UNDER),0325 0104 2004,0,X,X,403.0,DRUG STORE,,,IC,Invest Cont,440.0,,,,500 S  GAFFEY                       ST,,33.7397,-118.2923
201711174,07/13/2020 12:00:00 AM,07/13/2020 12:00:00 AM,800,17,Devonshire,1722,2,745,VANDALISM - MISDEAMEANOR ($399 OR UNDER),0329,0,X,X,203.0,OTHER BUSINESS,,,IC,Invest Cont,745.0,,,,10300    CANOGA                       AV,,34.2572,-118.5973
220818544,12/25/2022 12:00:00 AM,12/22/2022 12:00:00 AM,1800,8,West LA,832,1,331,THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER),0385,34,M,W,101.0,STREET,,,IC,Invest Cont,331.0,,,,11700    KIOWA                        AV,,34.0511,-118.4626
210319248,11/21/2021 12:00:00 AM,11/11/2021 12:00:00 AM,1600,3,Southwest,318,1,440,THEFT PLAIN - PETTY ($950 & UNDER),1822 0394 0344 1251,20,M,W,121.0,YARD (RESIDENTIAL/BUSINESS),,,IC,Invest Cont,440.0,,,,1200 W  ADAMS                        BL,,34.0348,-118.2876
200807967,04/03/2020 12:00:00 AM,04/03/2020 12:00:00 AM,1445,8,West LA,817,2,624,BATTERY - SIMPLE ASSAULT,0416 0342 1810,39,F,B,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AO,Adult Other,624.0,,,,900    TIVERTON                     AV,,34.0638,-118.4424
211115666,11/22/2021 12:00:00 AM,11/18/2021 12:00:00 AM,600,11,Northeast,1183,1,510,VEHICLE - STOLEN,,0,,,101.0,STREET,,,IC,Invest Cont,510.0,,,,1600    GRAFTON                      ST,,34.0806,-118.2549
210511905,07/26/2021 12:00:00 AM,07/26/2021 12:00:00 AM,2100,5,Harbor,525,1,330,BURGLARY FROM VEHICLE,1302 0358 0344,54,M,H,506.0,ABANDONED BUILDING ABANDONED HOUSE,,,IC,Invest Cont,330.0,,,,MCDONALD                     AV,W  D                            ST,33.7737,-118.2711
231312575,06/20/2023 12:00:00 AM,06/20/2023 12:00:00 AM,930,13,Newton,1333,1,510,VEHICLE - STOLEN,,0,,,101.0,STREET,,,IC,Invest Cont,510.0,,,,900 E  33RD                         ST,,34.0147,-118.2608
210613414,07/26/2021 12:00:00 AM,07/25/2021 12:00:00 AM,100,6,Hollywood,646,2,946,OTHER MISCELLANEOUS CRIME,0413,24,F,W,207.0,BAR/COCKTAIL/NIGHTCLUB,,,IC,Invest Cont,946.0,,,,1600 N  LAS PALMAS                   AV,,34.0997,-118.3361
221819172,10/16/2022 12:00:00 AM,10/16/2022 12:00:00 AM,900,18,Southeast,1832,2,946,OTHER MISCELLANEOUS CRIME,0913 1501,25,F,B,501.0,SINGLE FAMILY DWELLING,,,IC,Invest Cont,946.0,,,,10400 S  BROADWAY,,33.9419,-118.2781
220709770,05/29/2022 12:00:00 AM,05/28/2022 12:00:00 AM,800,7,Wilshire,701,1,420,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),,0,,,101.0,STREET,,,IC,Invest Cont,420.0,,,,600 N  HAYWORTH                     AV,,34.0816,-118.3627
210705330,01/25/2021 12:00:00 AM,08/15/2020 12:00:00 AM,2130,7,Wilshire,767,1,440,THEFT PLAIN - PETTY ($950 & UNDER),1822 0344,33,F,O,406.0,OTHER STORE,,,IC,Invest Cont,440.0,,,,VENICE                       BL,12TH                         AV,34.0442,-118.3268
200405382,02/05/2020 12:00:00 AM,02/04/2020 12:00:00 AM,1730,4,Hollenbeck,465,2,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",0329 1300,60,M,H,104.0,DRIVEWAY,,,IC,Invest Cont,740.0,,,,500 S  LORENA                       ST,,34.0339,-118.2012
210122958,12/29/2021 12:00:00 AM,12/28/2021 12:00:00 AM,1845,1,Central,138,1,330,BURGLARY FROM VEHICLE,1609 0344 1307 1822 0329 1414,28,M,F,102.0,SIDEWALK,,,IC,Invest Cont,330.0,,,,3RD                          ST,CENTRAL,34.0461,-118.2395
201416672,09/05/2020 12:00:00 AM,09/05/2020 12:00:00 AM,2255,14,Pacific,1444,1,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",1407 1309 1310 1822 1100 0450,0,X,X,101.0,STREET,109.0,SEMI-AUTOMATIC PISTOL,IC,Invest Cont,230.0,998.0,,,MAXELLA                      AV,DEL REY                      AV,33.986,-118.4428
200216765,10/28/2020 12:00:00 AM,10/16/2020 12:00:00 AM,1910,2,Rampart,269,2,813,CHILD ANNOYING (17YRS & UNDER),1817 1258,13,F,H,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",511.0,VERBAL THREAT,IC,Invest Cont,813.0,,,,700    HARTFORD                     AV,,34.0508,-118.2682
202005529,02/02/2020 12:00:00 AM,02/02/2020 12:00:00 AM,1500,20,Olympic,2099,2,624,BATTERY - SIMPLE ASSAULT,1822 1309 0416 0446 1310,30,F,B,108.0,PARKING LOT,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,624.0,,,,WASHINGTON                   BL,HOOVER                       ST,34.0399,-118.2841
221814967,07/30/2022 12:00:00 AM,07/14/2022 12:00:00 AM,1,18,Southeast,1824,2,753,DISCHARGE FIREARMS/SHOTS FIRED,0329 1822,34,F,B,501.0,SINGLE FAMILY DWELLING,102.0,HAND GUN,IC,Invest Cont,753.0,,,,600 E  97TH                         ST,,33.9483,-118.2652
231816566,09/17/2023 12:00:00 AM,09/17/2023 12:00:00 AM,730,18,Southeast,1827,2,626,INTIMATE PARTNER - SIMPLE ASSAULT,2000 0913 1814 0444 0416,20,F,B,501.0,SINGLE FAMILY DWELLING,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,626.0,,,,10000    WILMINGTON                   AV,,33.9457,-118.239
201220313,09/09/2020 12:00:00 AM,09/09/2020 12:00:00 AM,2310,12,77th Street,1205,2,753,DISCHARGE FIREARMS/SHOTS FIRED,0906 1100 1822 1402 1407,0,X,X,101.0,STREET,103.0,RIFLE,IC,Invest Cont,753.0,,,,NORMANDIE                    AV,46TH                         ST,33.9974,-118.2982
231810837,05/23/2023 12:00:00 AM,05/22/2023 12:00:00 AM,1945,18,Southeast,1831,2,745,VANDALISM - MISDEAMEANOR ($399 OR UNDER),0329 0913,66,M,W,501.0,SINGLE FAMILY DWELLING,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,745.0,,,,500 W  EL SEGUNDO                   BL,,33.9201,-118.2868
210110861,05/26/2021 12:00:00 AM,05/26/2021 12:00:00 AM,220,1,Central,128,2,624,BATTERY - SIMPLE ASSAULT,0400 1822 1266 1501,24,M,H,503.0,HOTEL,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AO,Adult Other,624.0,,,,100 S  LOS ANGELES                  ST,,34.0511,-118.2427
230304417,01/09/2023 12:00:00 AM,01/08/2023 12:00:00 AM,1300,3,Southwest,391,2,901,VIOLATION OF RESTRAINING ORDER,0340 0913 2000 1814 2038,40,M,B,707.0,GARAGE/CARPORT,511.0,VERBAL THREAT,IC,Invest Cont,901.0,,,,4300 W  DON TOMASO                   DR,,34.0049,-118.3491
211313236,07/25/2021 12:00:00 AM,07/25/2021 12:00:00 AM,800,13,Newton,1375,1,310,BURGLARY,0358 0329 0344,27,F,H,501.0,SINGLE FAMILY DWELLING,,,IC,Invest Cont,310.0,,,,1400 E  58TH                         ST,,33.9902,-118.2483
230300792,07/22/2023 12:00:00 AM,07/22/2023 12:00:00 AM,605,3,Southwest,353,1,310,BURGLARY,1402 2004 0329 0344 1607 1822,48,F,W,501.0,SINGLE FAMILY DWELLING,,,AA,Adult Arrest,310.0,998.0,,,3600    WELLINGTON                   RD,,34.0199,-118.3383
201008260,04/21/2020 12:00:00 AM,04/21/2020 12:00:00 AM,2125,10,West Valley,1015,2,624,BATTERY - SIMPLE ASSAULT,0400 0416 1822 2029 1313,22,M,H,101.0,STREET,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,624.0,,,,7500    CANBY                        AV,,34.2072,-118.5339
200119711,10/20/2020 12:00:00 AM,10/19/2020 12:00:00 AM,2200,1,Central,163,1,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",1402 1100 0430 1822 1414,40,M,H,102.0,SIDEWALK,107.0,OTHER FIREARM,IC,Invest Cont,230.0,998.0,,,700 S  SPRING                       ST,,34.0438,-118.2547
200912854,07/28/2020 12:00:00 AM,07/27/2020 12:00:00 AM,2100,9,Van Nuys,998,1,330,BURGLARY FROM VEHICLE,0344 1822 1609,52,M,W,101.0,STREET,,,IC,Invest Cont,330.0,,,,DIXIE CANYON                 AV,VALLEY VISTA                 BL,34.1437,-118.4249
210818082,12/31/2021 12:00:00 AM,12/29/2021 12:00:00 AM,1700,8,West LA,852,1,510,VEHICLE - STOLEN,,0,,,101.0,STREET,,,IC,Invest Cont,510.0,,,,IOWA,STONER,34.0409,-118.455
221012447,08/03/2022 12:00:00 AM,08/03/2022 12:00:00 AM,1310,10,West Valley,1027,2,354,THEFT OF IDENTITY,1822 0922,41,M,H,602.0,BANK,,,IC,Invest Cont,354.0,,,,17000    VANOWEN                      ST,,34.1975,-118.5099
201312715,06/22/2020 12:00:00 AM,06/22/2020 12:00:00 AM,1915,13,Newton,1365,1,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",0913 1402 0334 0416,17,M,H,102.0,SIDEWALK,114.0,AIR PISTOL/REVOLVER/RIFLE/BB GUN,IC,Invest Cont,230.0,998.0,,,1400 E  52ND                         ST,,33.9957,-118.249
201108890,04/30/2020 12:00:00 AM,04/13/2020 12:00:00 AM,1030,11,Northeast,1113,2,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",0329 1202,79,F,A,108.0,PARKING LOT,,,IC,Invest Cont,740.0,,,,2700    COLORADO                     BL,,34.1426,-118.224
211209495,03/31/2021 12:00:00 AM,03/31/2021 12:00:00 AM,39,12,77th Street,1256,1,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",1100 1307 2033 1310,0,X,X,101.0,STREET,106.0,UNKNOWN FIREARM,IC,Invest Cont,230.0,,,,400 W  FLORENCE                     AV,,33.9747,-118.2816
211207170,02/19/2021 12:00:00 AM,02/19/2021 12:00:00 AM,850,12,77th Street,1239,2,901,VIOLATION OF RESTRAINING ORDER,0913 2038 0561,61,F,B,501.0,SINGLE FAMILY DWELLING,,,IC,Invest Cont,901.0,,,,600 W  61ST                         ST,,33.9842,-118.2856
200320096,11/08/2020 12:00:00 AM,11/08/2020 12:00:00 AM,1200,3,Southwest,375,2,901,VIOLATION OF RESTRAINING ORDER,2004 1309 0913 2000 1814 2038,22,F,B,101.0,STREET,,,AO,Adult Other,901.0,,,,WESTERN                      AV,41ST                         DR,34.0146,-118.313
221816459,08/28/2022 12:00:00 AM,08/28/2022 12:00:00 AM,1100,18,Southeast,1822,1,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",0445 2004 1822 0411 1402,45,M,H,505.0,MOTEL,207.0,OTHER KNIFE,AO,Adult Other,230.0,998.0,,,10300 S  BROADWAY,,33.9428,-118.2781
220615728,09/08/2022 12:00:00 AM,09/04/2022 12:00:00 AM,100,6,Hollywood,656,1,330,BURGLARY FROM VEHICLE,1822 1300 0344,24,F,H,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont,330.0,,,,900    VINE                         ST,,34.0871,-118.3266
221516074,10/13/2022 12:00:00 AM,10/13/2022 12:00:00 AM,545,15,N Hollywood,1585,1,341,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",0344 1402,0,M,O,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont,341.0,998.0,,,11000    AQUA VISTA                   ST,,34.145,-118.3704
200709602,05/25/2020 12:00:00 AM,05/24/2020 12:00:00 AM,310,7,Wilshire,732,1,220,ATTEMPTED ROBBERY,1300 0342 0416 0446 0449 0355 2004,49,M,W,101.0,STREET,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AA,Adult Arrest,220.0,,,,WILSHIRE                     BL,FAIRFAX                      AV,34.0632,-118.3614
202009273,05/02/2020 12:00:00 AM,05/02/2020 12:00:00 AM,1450,20,Olympic,2054,1,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",1822 0345 0431 1218,37,M,H,102.0,SIDEWALK,512.0,MACE/PEPPER SPRAY,IC,Invest Cont,230.0,,,,SAN MARINO,IROLO,34.0545,-118.3009
231008631,05/01/2023 12:00:00 AM,05/01/2023 12:00:00 AM,1137,10,West Valley,1083,2,930,CRIMINAL THREATS - NO WEAPON DISPLAYED,1822 1912 0443,24,M,W,501.0,SINGLE FAMILY DWELLING,511.0,VERBAL THREAT,IC,Invest Cont,930.0,,,,4600    MALEZA                       PL,,34.1537,-118.5466
200907894,03/27/2020 12:00:00 AM,03/27/2020 12:00:00 AM,645,9,Van Nuys,905,2,626,INTIMATE PARTNER - SIMPLE ASSAULT,2000 0448,18,F,O,501.0,SINGLE FAMILY DWELLING,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AO,Adult Other,626.0,,,,14500    LEADWELL                     ST,,34.2039,-118.4501
201408486,03/18/2020 12:00:00 AM,03/18/2020 12:00:00 AM,1000,14,Pacific,1431,1,522,"VEHICLE, STOLEN - OTHER (MOTORIZED SCOOTERS, BIKES, ETC)",0344,63,M,B,121.0,YARD (RESIDENTIAL/BUSINESS),,,IC,Invest Cont,522.0,,,,1300    CABRILLO                     AV,,33.9905,-118.4683
230911545,07/08/2023 12:00:00 AM,05/28/2023 12:00:00 AM,400,9,Van Nuys,915,2,903,CONTEMPT OF COURT,2038 2000,38,F,W,501.0,SINGLE FAMILY DWELLING,,,IC,Invest Cont,903.0,,,,6900    KATHERINE                    AV,,34.1954,-118.4433
221304114,01/04/2022 12:00:00 AM,09/30/2021 12:00:00 AM,810,13,Newton,1372,2,354,THEFT OF IDENTITY,1822 0928 0929 0917,33,F,B,101.0,STREET,,,IC,Invest Cont,354.0,,,,300 E  52ND                         ST,,33.9952,-118.2702
220318992,10/24/2022 12:00:00 AM,10/24/2022 12:00:00 AM,615,3,Southwest,377,1,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",1407 1100 0605 0450 1309 0302 0334 1822,51,M,H,101.0,STREET,106.0,UNKNOWN FIREARM,IC,Invest Cont,230.0,998.0,,,1200 W  38TH                         ST,,34.0173,-118.2973
201012737,09/03/2020 12:00:00 AM,09/03/2020 12:00:00 AM,1300,10,West Valley,1034,2,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",0329 1822 0311 1236 2004 2024 0906,0,M,O,109.0,PARK/PLAYGROUND,,,IC,Invest Cont,740.0,,,,18400    VICTORY                      BL,,34.1866,-118.5348
200917011,11/09/2020 12:00:00 AM,11/07/2020 12:00:00 AM,1900,9,Van Nuys,979,1,420,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),,0,,,104.0,DRIVEWAY,,,IC,Invest Cont,420.0,,,,13200    MOORPARK                     ST,,34.1536,-118.4181
200412177,08/25/2020 12:00:00 AM,08/25/2020 12:00:00 AM,1550,4,Hollenbeck,477,2,624,BATTERY - SIMPLE ASSAULT,0603 0446 0429,32,F,H,101.0,STREET,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AO,Adult Other,624.0,,,,600    ORME                         AV,,34.0342,-118.2105
210210032,05/29/2021 12:00:00 AM,05/29/2021 12:00:00 AM,430,2,Rampart,279,2,900,VIOLATION OF COURT ORDER,2004 2038 0319 0329 0913 1814,32,F,H,101.0,STREET,,,AA,Adult Arrest,900.0,,,,1400 W  10TH                         PL,,34.0474,-118.2714
220812378,07/23/2022 12:00:00 AM,07/22/2022 12:00:00 AM,1800,8,West LA,831,1,510,VEHICLE - STOLEN,,0,,,707.0,GARAGE/CARPORT,,,IC,Invest Cont,510.0,,,,12300    MONTANA                      AV,,34.0473,-118.4768
